well_id,pad_id,fold,representative_x,representative_y,total_rows,visible_rows,hidden_rows
82aab6d2,82aab6d2,0,2980842.300000,1055532.700000,7889,1749,6140
82fcf37c,82fcf37c,2,2882188.000000,1023205.160000,7397,1383,6014
833af382,833af382,0,2915907.100000,1041232.240000,5377,1749,3628
8382f4b6,8382f4b6,3,3009796.415000,1119398.315000,6680,1713,4967
84633df4,84633df4,4,2991759.130000,1124205.730000,6719,1747,4972
8478df29,8478df29,2,2992027.330000,1124270.355000,6698,1841,4857
84815d5a,84815d5a,4,3013525.680000,1102301.160000,5286,1639,3647
84c3b497,84c3b497,1,2888713.170000,1010665.790000,6887,1575,5312
85380836,85380836,0,2906195.630000,1040406.840000,8175,1557,6618
8612b37f,8612b37f,0,2999631.380000,1104697.970000,6807,1642,5165
861e71df,861e71df,0,3007110.335000,1114129.050000,6284,1584,4700
86454a6f,86454a6f,4,3002694.390000,1086091.495000,9100,1136,7964
8648abae,8648abae,4,3015677.335000,1107575.690000,6086,1842,4244
865033f8,865033f8,4,2916588.030000,1047090.300000,5303,1746,3557
87695469,87695469,0,2874887.860000,1045706.240000,8654,1651,7003
877ed19c,877ed19c,1,3012221.730000,1113106.190000,5631,1923,3708
87aa3730,87aa3730,1,2906976.370000,1028629.000000,7293,1686,5607
884ecb5f,884ecb5f,0,2909074.555000,1034788.310000,8054,1330,6724
8902c3f6,8902c3f6,3,2946294.450000,1066697.270000,6533,1574,4959
896d15b9,896d15b9,1,2912993.645000,1018008.340000,5698,1419,4279
8995c945,8995c945,3,3006234.225000,1137628.090000,8198,1474,6724
89969c7a,89969c7a,1,2994787.570000,1123965.030000,6317,1370,4947
89f1085d,89f1085d,4,3001501.730000,1066101.980000,7497,1503,5994
89f36adf,89f36adf,3,3025382.260000,1118675.400000,7041,1749,5292
89fdb2f2,89fdb2f2,2,3011881.375000,1109081.890000,3570,1539,2031
8a3da6d1,8a3da6d1,4,3007781.650000,1107346.640000,6334,1741,4593
8a89da23,8a89da23,1,2911872.820000,1039000.600000,5575,1640,3935
8a9c8932,8a9c8932,3,2900092.435000,1028133.795000,6344,1681,4663
8ac2f237,8ac2f237,0,3008767.700000,1119536.610000,6775,1456,5319
8b12bab6,8b12bab6,1,2999695.120000,1098060.645000,6980,1746,5234
8b5be31b,8b5be31b,4,2952420.740000,1086319.950000,7439,1767,5672
8b95d6d1,8b95d6d1,0,2946233.490000,1069057.790000,2783,1052,1731
8b9d8326,8b9d8326,1,3001594.805000,1075458.165000,7832,1669,6163
8bb9c1e6,8bb9c1e6,0,2905014.165000,1033709.070000,6382,1836,4546
8bda1a11,8bda1a11,0,2889241.045000,1020607.335000,7438,1457,5981
8bfa881d,8bfa881d,0,3012690.860000,1096297.750000,5843,1754,4089
8c167025,8c167025,3,2943149.470000,1062107.860000,7113,1745,5368
8c8348e8,8c8348e8,1,3025194.650000,1097689.710000,5581,1693,3888
8cc21f01,8cc21f01,4,2966262.950000,1063236.025000,5806,1762,4044
8cc800b3,8cc800b3,2,2990901.480000,1109641.770000,8091,1515,6576
8d5d46d7,8d5d46d7,4,2905412.610000,1034827.745000,7282,1527,5755
8d92cb49,8d92cb49,1,2989577.820000,1091538.970000,4839,1250,3589
8f201368,8f201368,3,2905981.340000,1040098.000000,8151,1802,6349
90386ee4,90386ee4,1,2906433.035000,1026637.140000,5304,1464,3840
91abc4c7,91abc4c7,3,2898285.650000,1028062.520000,7787,1939,5848
91b301ce,91b301ce,3,2919695.835000,1056334.795000,8512,1942,6570
91db7070,91db7070,0,3014052.140000,1097343.645000,5646,1573,4073
925a7cd1,925a7cd1,4,3001802.410000,1092172.380000,6501,1984,4517
9283ae69,9283ae69,3,2926122.035000,1061819.890000,5118,1747,3371
9298ad5b,9298ad5b,0,2976650.600000,1094638.920000,5807,1843,3964
9314ff13,9314ff13,3,2911312.985000,1018414.960000,4494,1746,2748
93209a3d,93209a3d,2,3004375.920000,1106777.230000,6300,1603,4697
939d9c34,939d9c34,2,2993148.880000,1102422.780000,6627,1526,5101
93f5d2e6,93f5d2e6,1,2929695.570000,1053457.830000,5171,1480,3691
940a48d9,940a48d9,2,2991343.660000,1117812.300000,5627,1664,3963
940e709a,940e709a,4,2925754.790000,1061528.410000,4989,1641,3348
9426ec1e,9426ec1e,4,3012750.180000,1107086.650000,3923,1391,2532
94467f50,94467f50,4,2938052.775000,1066163.675000,5116,2081,3035
944f36b9,944f36b9,4,2999568.590000,1125136.280000,6035,1405,4630
94d813a4,94d813a4,4,3020677.400000,1084009.340000,6591,1744,4847
95b559e7,95b559e7,1,3023623.960000,1119404.370000,4638,1751,2887
95c8427f,95c8427f,1,2912687.060000,1040916.100000,8051,1716,6335
96936c22,96936c22,2,3007111.840000,1088674.570000,4997,1651,3346
96ae5806,96ae5806,3,2993615.770000,1067477.320000,11527,1688,9839
96b7eea1,96b7eea1,4,2985486.825000,1110242.920000,6078,1746,4332
9719aa04,9719aa04,1,3006490.070000,1132077.720000,6665,1794,4871
974802e7,974802e7,2,2869667.330000,1049058.740000,7537,1694,5843
97cd5bf9,97cd5bf9,3,2956180.710000,1087846.100000,5099,1650,3449
98177ced,98177ced,4,3035998.180000,1093691.780000,6789,2017,4772
9896fc0b,9896fc0b,3,2930481.690000,1054130.860000,5109,1514,3595
98bc6f66,98bc6f66,0,2881433.235000,1022441.880000,7720,1657,6063
992c99e8,992c99e8,0,3006414.430000,1119235.420000,6740,1836,4904
992ce078,992ce078,4,2910637.290000,1017775.680000,4661,1782,2879
99529c45,99529c45,1,2896225.490000,1025623.270000,7591,1751,5840
995ff498,995ff498,0,2905015.370000,1036389.190000,6127,1601,4526
999daf80,999daf80,2,2916365.640000,1046798.070000,5439,1875,3564
9a6b0392,9a6b0392,2,2998090.595000,1125166.875000,5802,1547,4255
9a8ae0d6,9a8ae0d6,2,3008962.570000,1101454.610000,7835,1541,6294
9a95e33f,9a95e33f,4,2887926.810000,1010795.630000,8156,1709,6447
9ab94eeb,9ab94eeb,0,2921283.715000,1051391.560000,6372,1930,4442
9ad5410a,9ad5410a,0,3003134.890000,1106645.120000,5749,1544,4205
9ae248be,9ae248be,1,2948328.010000,1017722.700000,6655,1384,5271
9af1ffd0,9af1ffd0,2,2951389.660000,1083540.345000,5454,1929,3525
9b5b61c1,9b5b61c1,1,2973524.910000,1093676.660000,7215,1683,5532
9b9e3b49,9b9e3b49,0,3008549.130000,1113134.710000,6875,1757,5118
9bd2bba3,9bd2bba3,3,3007892.385000,1078108.040000,9092,1653,7439
9c211c53,9c211c53,3,2868516.235000,1048867.915000,8842,1577,7265
9c350a6a,9c350a6a,2,2997654.770000,1098423.865000,7794,1742,6052
9c8375f7,9c8375f7,2,2916256.805000,1041526.205000,5432,1758,3674
9d072e4c,9d072e4c,1,3001145.770000,1099560.305000,6798,1691,5107
9d3ec64c,9d3ec64c,4,2953935.470000,1080455.220000,4937,1457,3480
9d4272e3,9d4272e3,2,2999099.030000,1071635.390000,5771,1741,4030
9d5e14d4,9d5e14d4,0,2889297.240000,1030145.530000,6565,1165,5400
9da441ba,9da441ba,1,2998578.910000,1112165.590000,7283,1500,5783
9dede370,9dede370,4,2980659.210000,1055453.280000,8057,1760,6297
9def2eb2,9def2eb2,2,2984862.240000,1082651.410000,7750,1747,6003
9df1b1f9,9df1b1f9,1,3014763.565000,1107351.970000,6444,1743,4701
9dfff011,9dfff011,1,2985618.870000,1093120.550000,6067,1748,4319
9e3e364d,9e3e364d,3,3013075.490000,1113530.000000,5809,1519,4290
9efc812e,9efc812e,3,2942493.095000,1057210.875000,6100,1650,4450
9f0c7bae,9f0c7bae,2,2950015.115000,1013171.820000,4040,1498,2542
9ffce529,9ffce529,2,2924415.540000,1021158.380000,6675,1463,5212
a0383629,a0383629,4,2895365.180000,1033758.000000,7687,1855,5832
a056d01e,a056d01e,0,2973158.375000,1067104.490000,8292,1735,6557
a08d9e63,a08d9e63,0,2929002.860000,1052891.990000,5199,1514,3685
a0b83014,a0b83014,4,3007859.630000,1120373.150000,6873,1838,5035
a0e92ed6,a0e92ed6,3,3011040.385000,1118541.270000,6446,1549,4897
a15bc102,a15bc102,2,2960734.620000,1085747.155000,5124,1888,3236
a247e7cf,a247e7cf,2,2889680.400000,1020896.340000,7237,1563,5674
a2e8e7f6,a2e8e7f6,4,2947230.830000,1067919.515000,5812,1052,4760
a3518960,a3518960,1,3024075.720000,1111377.910000,6992,2025,4967
a3f71395,a3f71395,1,2946066.040000,1017533.120000,7040,1497,5543
a4719920,a4719920,0,2989871.870000,1086021.800000,7495,1611,5884
a48640d9,a48640d9,0,3009860.400000,1071223.690000,6586,2054,4532
a4cdbb0f,a4cdbb0f,2,2887662.720000,1028590.760000,6759,1555,5204
a4f989c2,a4f989c2,4,2973882.750000,1093843.875000,7024,1639,5385
a5aa7973,a5aa7973,2,3007446.970000,1131108.410000,6449,1833,4616
a5e6f7dc,a5e6f7dc,1,2991952.460000,1110088.870000,7331,1682,5649
a612d5a0,a612d5a0,1,2973248.610000,1093387.045000,7160,1831,5329
a622ce4d,a622ce4d,3,2995381.970000,1111382.700000,8047,1749,6298
a645da9a,a645da9a,3,3017870.900000,1111795.475000,6766,1613,5153
a692b17e,a692b17e,1,2909117.590000,1041308.510000,5409,1843,3566
a6b8ac67,a6b8ac67,2,2946774.290000,1017633.080000,7017,1564,5453
a6ed2eff,a6ed2eff,2,3010104.235000,1119293.720000,7054,1779,5275
a6f967fb,a6f967fb,3,3035569.630000,1093428.555000,7032,2362,4670
a76db406,a76db406,4,2946535.680000,1067231.460000,6451,1779,4672
a7744f5b,a7744f5b,4,2908455.570000,1032835.450000,6017,1640,4377
a783cc24,a783cc24,3,2939245.520000,1067695.230000,3275,1386,1889
a79fd2e7,a79fd2e7,4,3007992.510000,1107297.250000,6327,1923,4404
a7fc3e6b,a7fc3e6b,2,2951533.155000,1071591.820000,6378,1614,4764
a85bb86f,a85bb86f,1,2918284.820000,1048455.705000,5100,2001,3099
a85e4bc3,a85e4bc3,0,2861952.680000,1039791.630000,5993,1412,4581
a87433c9,a87433c9,0,3004227.815000,1100494.440000,7460,1739,5721
a8ed028a,a8ed028a,2,3034468.260000,1091140.695000,7310,1772,5538
a959858c,a959858c,3,3020281.275000,1107234.095000,5770,1366,4404
a9c9b150,a9c9b150,1,2984988.035000,1110344.830000,5826,1840,3986
aa95015b,aa95015b,1,3001286.610000,1114649.050000,5761,1461,4300
aaaf3c03,aaaf3c03,3,2909329.745000,1016933.390000,4728,1731,2997
aaeffccb,aaeffccb,1,3007784.200000,1089840.235000,4586,1874,2712
ab112491,ab112491,0,2998298.720000,1088046.180000,7178,1993,5185
ab18d3fc,ab18d3fc,3,3010758.860000,1089718.300000,7337,1643,5694
ab3ced07,ab3ced07,4,3012152.260000,1096007.250000,6008,1758,4250
ab6fe95d,ab6fe95d,4,2857773.770000,1042895.475000,7424,1933,5491
ab94878e,ab94878e,1,2937828.115000,1061415.515000,7652,1648,6004
abf460d2,abf460d2,1,3007346.960000,1088846.450000,4763,1546,3217
ac6f01d5,ac6f01d5,3,3015975.400000,1091407.930000,6729,1725,5004
ad2133a8,ad2133a8,2,2923352.810000,1019040.240000,7187,1458,5729
add9c322,add9c322,4,2990312.630000,1117279.080000,5519,1587,3932
ae069086,ae069086,3,2935996.800000,1058983.130000,6741,1971,4770
ae0784a8,ae0784a8,1,2992524.110000,1067659.350000,9171,1348,7823
ae35f33a,ae35f33a,2,2945260.300000,1012413.130000,6469,2019,4450
ae8959c3,ae8959c3,3,2996195.780000,1129378.040000,6645,2127,4518
aed44918,aed44918,0,3001279.110000,1067549.760000,4020,1301,2719
aee6393a,aee6393a,1,2920588.635000,1043835.055000,7146,1281,5865
af7a59ce,af7a59ce,4,2904235.745000,1024876.050000,4330,1306,3024
aff4e561,aff4e561,4,2881877.090000,1022775.860000,7723,1697,6026
b04b58a3,b04b58a3,0,2943791.800000,1071912.910000,5229,1827,3402
b0d42b0d,b0d42b0d,0,2983430.860000,1108609.840000,6357,1386,4971
b0f53bf4,b0f53bf4,3,2998576.150000,1091642.730000,4202,1447,2755
b19b0395,b19b0395,0,2900863.865000,1022321.670000,7196,1383,5813
b1efb8a4,b1efb8a4,3,3006238.970000,1100608.685000,7562,1564,5998
b32902c0,b32902c0,4,2989954.600000,1117172.970000,5737,1929,3808
b32e4903,b32e4903,2,2902012.875000,1029085.110000,7420,1650,5770
b3388334,b3388334,3,2888323.250000,1010700.800000,7807,1727,6080
b37fd114,b37fd114,3,2987242.000000,1082240.235000,9786,1625,8161
b38e3116,b38e3116,1,3006593.800000,1100657.460000,7954,1743,6211
b4d8dd4f,b4d8dd4f,0,2915112.950000,1047096.530000,5909,1650,4259
b4f37e6e,b4f37e6e,1,2917377.080000,1042854.200000,4499,1507,2992
b56bc0aa,b56bc0aa,0,2914463.810000,1045483.400000,7431,1829,5602
b585b4fa,b585b4fa,0,2905195.080000,1038892.460000,5999,1705,4294
b5aa9634,b5aa9634,4,3008972.800000,1078751.580000,8747,1421,7326
b7974e66,b7974e66,3,2987381.745000,1068393.100000,7170,1612,5558
b7cdcecb,b7cdcecb,2,2887199.060000,1018593.315000,7620,1452,6168
b7fea9ef,b7fea9ef,3,2939727.860000,1067000.570000,5575,1709,3866
b85f7b06,b85f7b06,0,3011927.870000,1113033.190000,5453,1650,3803
b881d27e,b881d27e,2,2906108.455000,1026422.800000,5442,1433,4009
b8c49c1a,b8c49c1a,4,2944568.260000,1063775.585000,6254,1935,4319
b95e7121,b95e7121,3,2999202.350000,1112465.260000,7492,1186,6306
b977be4a,b977be4a,4,2996525.900000,1111459.330000,7495,1578,5917
ba48188d,ba48188d,4,3010220.380000,1087237.660000,5534,1368,4166
bb2cdd83,bb2cdd83,4,2905078.500000,1038521.860000,5665,1840,3825
bb337fa0,bb337fa0,1,2988753.180000,1104721.170000,8216,1343,6873
bb682ebd,bb682ebd,1,3007627.030000,1131058.570000,5931,1792,4139
bc4381e2,bc4381e2,0,2984282.780000,1058759.860000,6885,1930,4955
bcebcc5f,bcebcc5f,4,2960242.640000,1078380.440000,7889,1631,6258
bd2c2f34,bd2c2f34,4,2872359.260000,1029896.160000,11621,1798,9823
bd4ae5da,bd4ae5da,3,3008219.530000,1113130.140000,6905,1899,5006
bd6f0e19,bd6f0e19,1,3005768.610000,1120293.270000,6979,1839,5140
bd8f847e,bd8f847e,2,2946177.820000,1012303.460000,6161,1200,4961
be063506,be063506,3,3001541.670000,1105578.650000,6539,2039,4500
be35c8f2,be35c8f2,1,3014746.440000,1097039.815000,5898,1672,4226
be83e781,be83e781,2,2905468.150000,1025614.655000,4776,1555,3221
beda8696,beda8696,3,2885128.820000,1025439.435000,7868,1956,5912
bf39bc20,bf39bc20,1,2914007.260000,1040137.730000,5047,1744,3303
bf70b410,bf70b410,4,2884335.850000,1024724.235000,8000,1653,6347
bffe3082,bffe3082,1,2995457.530000,1097595.900000,7186,1463,5723
c03b9305,c03b9305,3,2937799.310000,1071812.030000,6067,1812,4255
c03d4aed,c03d4aed,4,2947669.300000,1012416.900000,6375,1734,4641
c03fba65,c03fba65,0,2960569.600000,1092433.240000,5669,1970,3699
c07fd0cd,c07fd0cd,0,3022943.780000,1085336.510000,6035,1844,4191
c1708b88,c1708b88,2,2981741.190000,1082845.980000,7960,1645,6315
c1d046f4,c1d046f4,3,3002683.000000,1113393.680000,6917,1404,5513
c2717d4f,c2717d4f,3,3005945.365000,1113099.400000,6682,1961,4721
c2c4db09,c2c4db09,1,2996807.330000,1111860.360000,7851,1812,6039
c2c6fc71,c2c6fc71,2,3006741.670000,1087237.795000,8840,1721,7119
c36625df,c36625df,3,3007503.030000,1113174.950000,6386,1644,4742
c3957531,c3957531,3,3019822.375000,1089965.015000,7254,1938,5316
c42fe306,c42fe306,3,2897793.260000,1026980.060000,7023,1928,5095
c43812e2,c43812e2,4,2983127.900000,1055798.840000,7293,1766,5527
c472c0b5,c472c0b5,1,2997314.500000,1129459.880000,4867,1813,3054
c47e0767,c47e0767,0,3008322.080000,1094576.470000,6099,1743,4356
c50b42f6,c50b42f6,3,2891855.085000,1023637.330000,7920,1906,6014
c593337f,c593337f,3,2995086.720000,1073596.040000,7118,1910,5208
c59b6c4a,c59b6c4a,3,2885822.635000,1026392.230000,7460,1961,5499
c66be2b8,c66be2b8,2,2995703.180000,1117281.610000,6207,2053,4154
c6797dd7,c6797dd7,2,3009795.160000,1102244.020000,6281,1617,4664
c6b782a4,c6b782a4,0,2934193.420000,1057441.760000,6675,1798,4877
c6c96179,c6c96179,3,2910245.170000,1037415.500000,5813,1809,4004
c70c0e01,c70c0e01,0,3003403.000000,1070443.160000,6057,1745,4312
c84c65be,c84c65be,0,2874006.000000,1046043.030000,10243,1747,8496
c8d9680c,c8d9680c,0,2994674.060000,1117977.170000,7741,1460,6281
c908edd0,c908edd0,2,3008274.390000,1119570.300000,6751,1458,5293
c9578d27,c9578d27,2,2904704.990000,1033544.745000,6202,1715,4487
c96c018a,c96c018a,0,3002309.880000,1113465.170000,7679,1443,6236
c99f9fae,c99f9fae,2,3019368.265000,1111493.035000,8394,2033,6361
c9e6734f,c9e6734f,3,2942133.160000,1056692.880000,6388,1653,4735
c9e980e8,c9e980e8,0,3007974.785000,1114127.790000,6262,1903,4359
c9fedcf3,c9fedcf3,1,2990133.005000,1068770.600000,5210,1693,3517
cad13e8f,cad13e8f,0,3035885.490000,1093637.585000,6866,2018,4848
cb34231f,cb34231f,3,3036387.200000,1093600.195000,7510,1901,5609
cb879f40,cb879f40,0,2994538.980000,1117769.790000,7904,1589,6315
cbb406b5,cbb406b5,1,3005829.400000,1125728.460000,8135,1807,6328
cbe51de1,cbe51de1,0,3012530.545000,1113284.600000,5362,1399,3963
cbe62450,cbe62450,1,2994871.460000,1117926.300000,7858,1600,6258
cc08aa63,cc08aa63,3,2911699.375000,1042960.225000,5018,1744,3274
cc8a1d57,cc8a1d57,4,2923893.280000,1019107.640000,8321,1683,6638
ccedb12b,ccedb12b,0,3021760.640000,1084402.750000,6427,2026,4401
cd7f1687,cd7f1687,2,2988761.640000,1091395.060000,5981,1749,4232
cda7eb37,cda7eb37,4,2922055.110000,1018743.440000,7620,1647,5973
cdc31d65,cdc31d65,4,3009316.345000,1089408.020000,6608,1768,4840
cdc60a53,cdc60a53,4,2905678.350000,1037256.550000,7631,1753,5878
ce55ba43,ce55ba43,4,2990161.010000,1104009.910000,5658,1554,4104
ce8399b7,ce8399b7,0,2937760.410000,1062309.270000,3548,1933,1615
cf50c9d1,cf50c9d1,3,2933402.090000,1056782.985000,6634,1776,4858
d00e7eb9,d00e7eb9,1,2892126.300000,1032079.160000,7321,1617,5704
d011f41b,d011f41b,2,2972881.570000,1095034.075000,3906,1639,2267
d07aed8f,d07aed8f,1,3022961.280000,1092939.350000,4709,1752,2957
d085e611,d085e611,4,2995636.780000,1118915.895000,7852,1661,6191
d0a0e7b5,d0a0e7b5,2,2990647.930000,1117336.390000,5423,1607,3816
d0a43760,d0a43760,4,2943241.050000,1058046.715000,5502,1461,4041
d0cb63ae,d0cb63ae,4,3006228.470000,1138199.260000,6859,1636,5223
d114d9c2,d114d9c2,0,2882548.000000,1023551.730000,7543,1337,6206
d1457cc5,d1457cc5,4,2867811.510000,1027780.230000,8443,1523,6920
d1ecf309,d1ecf309,0,3004977.125000,1125936.125000,7864,1696,6168
d1ee630d,d1ee630d,0,2995761.420000,1111433.170000,7879,1589,6290
d217e0c5,d217e0c5,3,2993406.050000,1093501.480000,5713,1875,3838
d24ff243,d24ff243,0,2901878.575000,1023291.930000,7116,1475,5641
d273674e,d273674e,0,3012884.825000,1102140.820000,5738,1839,3899
d2f3b1ab,d2f3b1ab,1,2908296.100000,1029789.085000,7018,1437,5581
d3df146b,d3df146b,4,3027322.815000,1118642.270000,7252,1465,5787
d40f61d5,d40f61d5,1,2910790.525000,1038106.370000,5880,1841,4039
d41beaf2,d41beaf2,0,2933622.955000,1057024.410000,6592,1839,4753
d463e527,d463e527,0,3024666.660000,1111389.950000,6991,2224,4767
d4f60a28,d4f60a28,4,3022485.780000,1085358.010000,6435,1934,4501
d50c649a,d50c649a,2,3005125.325000,1107154.400000,6548,1675,4873
d543916f,d543916f,2,2992555.800000,1117405.700000,6281,1482,4799
d5df0ff5,d5df0ff5,3,3016680.145000,1116960.900000,5490,1458,4032
d60430e6,d60430e6,0,2993378.490000,1115818.425000,4176,1665,2511
d63196fe,d63196fe,1,2924787.750000,1021490.860000,5881,1371,4510
d6c320d9,d6c320d9,3,2909338.900000,1030806.215000,6946,1494,5452
d6dd7330,d6dd7330,4,3006375.775000,1100724.150000,7660,1467,6193
d7ba4f9d,d7ba4f9d,4,3007367.760000,1069839.000000,7771,1748,6023
d7eb0be8,d7eb0be8,3,3034439.150000,1090919.955000,7208,1807,5401
d84b621b,d84b621b,1,2903010.960000,1029492.660000,5746,1752,3994
d90aa14c,d90aa14c,1,2886883.160000,1037862.350000,12141,2123,10018
d924e971,d924e971,3,3006572.235000,1107290.455000,5308,2124,3184
d9ae59b2,d9ae59b2,3,3011915.515000,1121705.920000,5150,1502,3648
d9d6d94d,d9d6d94d,3,3020535.535000,1083922.515000,6660,1741,4919
d9eca87b,d9eca87b,0,2884748.385000,1025059.990000,7932,1559,6373
da2d4d7c,da2d4d7c,4,2999975.080000,1088333.750000,3567,1453,2114
da3bfe4e,da3bfe4e,4,2891232.900000,1022476.680000,7107,1558,5549
da3cf798,da3cf798,2,2933481.060000,1066959.140000,7591,1747,5844
da940160,da940160,0,3007076.110000,1119240.245000,6792,1660,5132
dafc88c3,dafc88c3,4,2900636.760000,1022072.200000,7187,1615,5572
dbee6c86,dbee6c86,3,3008234.955000,1078231.020000,9114,1745,7369
dc5fbe29,dc5fbe29,1,2924035.360000,1020894.810000,6555,1352,5203
dc7da28f,dc7da28f,2,2892937.910000,1025439.615000,6672,1898,4774
dc7f9757,dc7f9757,3,3003832.730000,1125493.170000,6203,1843,4360
dd168de0,dd168de0,0,2925495.850000,1061314.070000,5095,1791,3304
dd64382d,dd64382d,4,2952657.125000,1084799.950000,5058,1934,3124
dd6bc5b2,dd6bc5b2,4,2975802.740000,1094613.515000,5764,2162,3602
dd7d638e,dd7d638e,3,2912146.235000,1043931.060000,6046,1745,4301
ddc790ff,ddc790ff,0,3010511.825000,1119288.110000,6468,1742,4726
df71d1ff,df71d1ff,2,2886667.590000,1018235.560000,7879,1651,6228
df73b8f3,df73b8f3,0,3003709.480000,1069132.485000,7150,1839,5311
df8290be,df8290be,3,2908696.360000,1041247.910000,5675,1703,3972
e0079ed1,e0079ed1,3,2957505.890000,1083676.710000,5257,1786,3471
e03b45fd,e03b45fd,4,2948041.030000,1017546.390000,7083,1741,5342
e0f36d98,e0f36d98,4,2989132.040000,1098512.615000,6714,1738,4976
e149204f,e149204f,4,2887620.800000,1018938.970000,7549,1452,6097
e14d641e,e14d641e,0,2909486.260000,1041431.180000,4978,1794,3184
e161bd0c,e161bd0c,4,3004353.950000,1088533.330000,4813,1864,2949
e201fd6d,e201fd6d,0,3023854.885000,1096041.240000,6912,1842,5070
e25f1537,e25f1537,2,2941001.585000,1075189.235000,5018,1841,3177
e2fc7745,e2fc7745,4,3014068.560000,1116381.360000,5343,1651,3692
e32da4ec,e32da4ec,0,3011232.640000,1118428.840000,6148,1459,4689
e3b34f5b,e3b34f5b,4,2951798.970000,1077064.330000,7293,1838,5455
e45a2a62,e45a2a62,4,2904022.460000,1033277.870000,6697,1690,5007
e46f4ef4,e46f4ef4,0,3018104.115000,1091650.225000,8930,1735,7195
e4726608,e4726608,0,3011396.420000,1118155.040000,6268,1535,4733
e5864244,e5864244,0,3022327.400000,1085540.420000,6037,1568,4469
e5c92e59,e5c92e59,2,3019975.230000,1106765.150000,5927,1632,4295
e5ff9fd2,e5ff9fd2,3,2979113.525000,1058247.850000,4198,1844,2354
e6c55748,e6c55748,1,2908214.390000,1032549.770000,5959,1487,4472
e730c32b,e730c32b,3,3009931.100000,1113343.890000,6469,1741,4728
e737965a,e737965a,1,2897979.505000,1027884.550000,7694,1739,5955
e748dd88,e748dd88,2,3011118.565000,1102494.650000,6264,1452,4812
e7818f7a,e7818f7a,3,3012612.270000,1122204.090000,6829,1458,5371
e7c36e81,e7c36e81,4,2916991.800000,1047168.320000,5655,2124,3531
e7d0c1de,e7d0c1de,4,3006488.660000,1114090.090000,6455,1744,4711
e85074c5,e85074c5,3,2920302.535000,1043569.165000,7236,1561,5675
e97032ad,e97032ad,3,2916975.285000,1047152.860000,5654,2124,3530
e9949a23,e9949a23,3,2920745.880000,1016441.840000,6407,1848,4559
ea0b99b7,ea0b99b7,1,2993257.890000,1067654.120000,10939,1700,9239
ea3a0e38,ea3a0e38,0,2960820.895000,1076348.370000,11794,1742,10052
ea41324e,ea41324e,3,3003828.030000,1114040.700000,6839,1814,5025
eabc711b,eabc711b,2,2999138.735000,1098195.405000,7314,1966,5348
eac10e86,eac10e86,2,2891713.180000,1023213.270000,7501,1434,6067
eafb863e,eafb863e,0,2915599.940000,1041021.900000,5317,1749,3568
eb06a4e7,eb06a4e7,2,3006121.720000,1113220.200000,6379,1844,4535
eb640a35,eb640a35,3,2993672.750000,1118366.845000,7782,1745,6037
eb934281,eb934281,2,2986942.520000,1068123.040000,7812,1841,5971
eba6605e,eba6605e,3,2904547.530000,1018944.610000,5719,1309,4410
ebe69318,ebe69318,0,2902346.230000,1024301.335000,6718,1742,4976
ec0d597b,ec0d597b,3,2894152.690000,1026651.280000,6452,1836,4616
ec13af42,ec13af42,4,3009311.165000,1089025.095000,7362,1900,5462
ecdab904,ecdab904,2,2980457.055000,1055288.310000,8176,2029,6147
ecdaf714,ecdaf714,1,2920943.705000,1057822.145000,8240,1648,6592
ed6436d6,ed6436d6,2,3001128.750000,1087681.400000,5027,2082,2945
ed6e6e54,ed6e6e54,1,3006653.700000,1100977.660000,7385,1337,6048
edf885a3,edf885a3,0,3007881.180000,1084960.090000,4863,1746,3117
ee0300f7,ee0300f7,4,3017735.140000,1089982.380000,6161,1617,4544
ee288beb,ee288beb,0,2995599.120000,1124906.980000,6190,1552,4638
ee4aecac,ee4aecac,2,2973132.535000,1063669.415000,6596,1331,5265
eeda36f5,eeda36f5,1,2947021.150000,1012326.105000,6198,1401,4797
eeed308d,eeed308d,4,2909105.770000,1033130.350000,5503,1604,3899
ef04658e,ef04658e,4,2939677.315000,1066354.575000,5664,1560,4104
ef8e3ed0,ef8e3ed0,0,2987745.710000,1068581.390000,6637,1413,5224
efde6ac3,efde6ac3,3,2995350.310000,1119679.200000,6220,1661,4559
efe96181,efe96181,4,2940645.480000,1063127.130000,5464,1452,4012
f0188a48,f0188a48,3,2982508.260000,1082485.700000,6139,1969,4170
f021b650,f021b650,3,2986005.260000,1053432.880000,5610,1871,3739
f03f10fe,f03f10fe,0,2911055.260000,1038329.080000,5823,1678,4145
f053a1b9,f053a1b9,1,3010458.200000,1095372.325000,5952,1844,4108
f074d277,f074d277,0,3021249.360000,1107368.380000,3868,1415,2453
f07d7037,f07d7037,4,2986729.130000,1068134.640000,7688,2125,5563
f08774c3,f08774c3,2,2919023.580000,1015176.240000,5645,1745,3900
f140c2fa,f140c2fa,3,2920739.375000,1015319.630000,6024,1942,4082
f16e25e3,f16e25e3,1,2989647.620000,1122801.920000,6585,1934,4651
f2d4c8c9,f2d4c8c9,4,2883494.225000,1024107.865000,7908,1659,6249
f321a31c,f321a31c,2,3006759.830000,1069729.010000,6555,1414,5141
f40cd091,f40cd091,1,2998892.280000,1104440.930000,6776,1610,5166
f439a621,f439a621,4,2927289.340000,1057020.870000,4695,1874,2821
f49fdea3,f49fdea3,1,2989963.800000,1059886.340000,7027,1636,5391
